sex,row_number,liters_drunk,drink,check_number,label,age_adult,age_child,age_elderly,is_alcoholic,session_day,session_evening,session_morning
0,52,3.0,fanta,9636,0,1,0,0,0,0,0,1
1,52,5.0,fanta,6951,1,0,0,1,0,0,0,1
1,86,0.0,water,1485,0,0,0,1,0,0,0,1
1,5,0.0,fanta,3440,1,0,0,1,0,1,0,0
0,41,0.0,strong beer,996,1,0,0,1,1,0,0,1
0,10,3.0,strong beer,8102,0,1,0,0,1,0,0,1
0,95,5.0,strong beer,2272,1,1,0,0,1,1,0,0
0,68,2.47,water,4309,0,0,0,1,0,0,1,0
0,4,3.0,water,9493,1,0,0,1,0,0,1,0
1,0,0.0,cola,4696,1,0,0,1,0,0,0,1
0,69,5.0,bugbeer,3401,1,1,0,0,1,0,1,0
1,72,2.47,bugbeer,3921,0,1,0,0,1,0,1,0
0,38,4.0,cola,1304,0,1,0,0,0,1,0,0
1,76,2.0,bugbeer,7494,1,1,0,0,1,0,0,1
0,96,3.0,strong beer,431,1,0,0,1,1,0,1,0
1,6,5.0,beerbeer,1786,0,0,0,1,1,0,0,1
1,13,5.0,cola,4055,0,0,0,1,0,0,1,0
0,18,2.0,fanta,6423,1,1,0,0,0,1,0,0
0,32,3.0,beerbeer,9311,0,0,0,1,1,0,1,0
1,91,3.0,beerbeer,7075,1,0,0,1,1,0,0,1
1,62,4.0,strong beer,4750,1,1,0,0,1,0,0,1
0,92,3.0,water,6842,0,0,1,0,0,0,1,0
0,63,2.0,cola,6845,0,0,0,1,0,0,1,0
0,32,2.47,cola,6813,0,0,0,1,0,1,0,0
0,54,2.47,bugbeer,8833,0,1,0,0,1,0,1,0
0,70,0.0,strong beer,1516,1,0,0,1,1,1,0,0
1,12,5.0,fanta,1201,1,0,1,0,0,0,1,0
0,97,4.0,bugbeer,9815,0,0,0,1,1,1,0,0
0,31,1.0,bugbeer,692,1,0,0,1,1,1,0,0
0,43,3.0,beerbeer,4994,1,1,0,0,1,0,1,0
0,67,2.0,cola,793,1,1,0,0,0,0,0,1
0,52,3.0,strong beer,2997,1,1,0,0,1,1,0,0
0,47,3.0,water,8401,0,0,0,1,0,1,0,0
0,18,2.0,water,2340,1,1,0,0,0,1,0,0
0,65,0.0,cola,3644,1,1,0,0,0,0,1,0
0,53,3.0,fanta,3894,0,0,1,0,0,0,1,0
0,16,2.47,water,4140,0,0,0,1,0,0,0,1
1,93,3.0,fanta,6290,1,1,0,0,0,0,0,1
0,18,3.0,strong beer,6954,0,1,0,0,1,0,1,0
1,14,0.0,strong beer,3071,1,1,0,0,1,1,0,0
0,7,0.0,strong beer,4753,1,0,0,1,1,0,0,1
0,94,3.0,beerbeer,3618,0,0,0,1,1,0,1,0
0,69,3.0,strong beer,7739,0,0,0,1,1,1,0,0
0,11,1.0,beerbeer,313,1,1,0,0,1,0,0,1
0,31,0.0,cola,1723,0,0,0,1,0,0,1,0
0,39,2.0,cola,5258,0,0,0,1,0,0,0,1
0,35,2.0,strong beer,4968,1,1,0,0,1,0,1,0
0,60,3.0,bugbeer,3362,1,1,0,0,1,1,0,0
0,53,3.0,bugbeer,4590,0,1,0,0,1,0,1,0
0,85,2.47,strong beer,2032,1,0,0,1,1,0,1,0
0,92,5.0,fanta,3049,0,1,0,0,0,0,1,0
0,67,4.0,bugbeer,6807,1,1,0,0,1,1,0,0
0,8,2.47,strong beer,2305,0,1,0,0,1,1,0,0
1,2,5.0,strong beer,5212,1,1,0,0,1,1,0,0
0,83,0.0,bugbeer,1381,0,0,0,1,1,1,0,0
1,4,5.0,bugbeer,7114,1,0,0,1,1,0,1,0
1,41,0.0,water,60,1,0,0,1,0,0,1,0
1,42,4.0,cola,9067,1,0,0,1,0,1,0,0
0,12,1.0,beerbeer,7224,1,0,0,1,1,0,0,1
1,66,2.47,fanta,7423,1,1,0,0,0,1,0,0
0,61,4.0,bugbeer,3792,1,1,0,0,1,0,0,1
1,71,4.0,strong beer,2724,1,1,0,0,1,0,0,1
0,41,4.0,fanta,4236,1,1,0,0,0,0,0,1
0,59,5.0,cola,6966,0,0,0,1,0,0,0,1
0,42,3.0,strong beer,584,1,1,0,0,1,1,0,0
1,34,0.0,cola,4355,1,0,1,0,0,1,0,0
1,35,0.0,cola,8862,0,1,0,0,0,0,1,0
1,56,3.0,beerbeer,6711,1,0,0,1,1,0,1,0
1,8,4.0,beerbeer,151,1,1,0,0,1,1,0,0
0,47,4.0,bugbeer,9446,1,1,0,0,1,1,0,0
0,18,2.0,beerbeer,3551,1,0,0,1,1,0,0,1
0,56,2.0,bugbeer,930,0,0,0,1,1,1,0,0
1,30,3.0,cola,8008,0,0,1,0,0,0,0,1
1,72,0.0,cola,8734,0,1,0,0,0,0,1,0
0,86,3.0,cola,1956,1,1,0,0,0,1,0,0
1,58,3.0,cola,8936,1,0,0,1,0,0,1,0
0,78,5.0,water,1817,1,1,0,0,0,0,0,1
1,87,5.0,water,5204,1,0,0,1,0,1,0,0
0,95,5.0,beerbeer,980,1,1,0,0,1,0,1,0
0,93,1.0,cola,6889,0,1,0,0,0,0,0,1
0,36,4.0,bugbeer,4446,1,1,0,0,1,0,0,1
0,54,2.47,cola,3681,0,0,0,1,0,1,0,0
0,39,3.0,bugbeer,8417,1,1,0,0,1,0,0,1
0,62,1.0,fanta,3492,1,1,0,0,0,0,0,1
1,4,1.0,water,5565,1,1,0,0,0,0,0,1
0,85,2.47,cola,9174,0,1,0,0,0,0,1,0
1,51,0.0,water,4579,1,1,0,0,0,1,0,0
0,60,0.0,water,1753,1,1,0,0,0,0,0,1
0,51,0.0,beerbeer,1729,0,0,0,1,1,1,0,0
0,35,4.0,water,1785,0,1,0,0,0,0,0,1
1,63,4.0,fanta,9113,0,1,0,0,0,0,1,0
0,75,5.0,cola,4291,0,0,0,1,0,0,0,1
1,31,2.47,strong beer,8514,1,1,0,0,1,0,0,1
0,96,2.0,cola,2587,1,0,1,0,0,1,0,0
0,81,2.0,cola,8736,1,1,0,0,0,0,1,0
0,15,2.47,strong beer,2268,1,1,0,0,1,0,1,0
1,70,2.0,water,2239,1,1,0,0,0,0,1,0
0,97,1.0,fanta,4469,0,0,1,0,0,1,0,0
0,2,1.0,cola,4219,1,1,0,0,0,1,0,0
1,90,4.0,water,2654,0,0,1,0,0,0,1,0
0,55,5.0,strong beer,9715,1,0,0,1,1,0,0,1
0,1,1.0,fanta,6437,0,1,0,0,0,1,0,0
1,84,1.0,cola,2750,0,0,0,1,0,1,0,0
1,64,4.0,water,3495,0,0,0,1,0,0,0,1
0,10,0.0,strong beer,7101,1,0,0,1,1,1,0,0
0,22,4.0,water,8012,0,0,1,0,0,0,0,1
0,96,1.0,bugbeer,1441,0,0,0,1,1,1,0,0
0,87,3.0,fanta,2335,0,1,0,0,0,1,0,0
0,31,3.0,strong beer,5579,0,1,0,0,1,0,0,1
0,49,3.0,beerbeer,6239,0,0,0,1,1,1,0,0
0,21,2.0,fanta,8818,0,0,0,1,0,1,0,0
0,40,2.0,strong beer,7872,0,0,0,1,1,0,1,0
0,91,5.0,bugbeer,2691,1,1,0,0,1,0,1,0
0,5,0.0,beerbeer,7868,1,1,0,0,1,0,0,1
1,52,3.0,fanta,5083,1,0,0,1,0,1,0,0
0,30,3.0,cola,2734,1,1,0,0,0,0,1,0
1,23,0.0,water,7000,1,1,0,0,0,1,0,0
1,24,2.0,water,4283,1,0,1,0,0,0,1,0
0,59,5.0,beerbeer,5682,1,1,0,0,1,0,1,0
0,21,3.0,water,6860,1,1,0,0,0,0,1,0
0,1,2.47,cola,4892,1,1,0,0,0,0,1,0
0,57,1.0,cola,4123,1,0,0,1,0,0,0,1
0,82,5.0,beerbeer,9587,0,0,0,1,1,0,1,0
0,33,2.47,water,3230,1,0,0,1,0,0,0,1
1,77,2.0,strong beer,3669,0,1,0,0,1,1,0,0
1,37,2.47,water,7564,0,0,1,0,0,1,0,0
0,31,2.0,beerbeer,8878,1,1,0,0,1,0,0,1
0,87,3.0,fanta,7764,1,0,0,1,0,1,0,0
0,79,2.0,bugbeer,1831,0,1,0,0,1,0,0,1
1,10,3.0,water,6264,1,1,0,0,0,1,0,0
0,91,2.0,fanta,222,0,0,0,1,0,0,0,1
0,21,1.0,fanta,6394,0,1,0,0,0,0,1,0
1,92,4.0,beerbeer,9010,1,0,0,1,1,1,0,0
0,24,1.0,strong beer,8318,1,1,0,0,1,0,0,1
1,48,5.0,water,7898,1,0,1,0,0,0,0,1
0,37,1.0,cola,4381,1,0,1,0,0,1,0,0
0,86,0.0,beerbeer,7460,0,0,0,1,1,1,0,0
1,84,2.0,strong beer,8745,0,1,0,0,1,0,1,0
0,74,2.47,beerbeer,6414,1,1,0,0,1,1,0,0
1,86,5.0,beerbeer,8037,1,0,0,1,1,0,0,1
0,62,1.0,strong beer,9080,1,0,0,1,1,0,1,0
0,92,3.0,beerbeer,5702,1,1,0,0,1,0,0,1
0,55,1.0,strong beer,3172,0,0,0,1,1,0,0,1
1,88,4.0,bugbeer,7833,1,1,0,0,1,1,0,0
0,73,4.0,beerbeer,7214,0,0,0,1,1,1,0,0
0,39,2.47,fanta,8914,0,0,0,1,0,0,0,1
0,99,5.0,beerbeer,507,1,0,0,1,1,0,1,0
1,54,3.0,beerbeer,1561,1,0,0,1,1,0,1,0
0,31,4.0,fanta,7817,1,1,0,0,0,0,1,0
1,90,2.47,bugbeer,8950,0,1,0,0,1,1,0,0
0,15,1.0,beerbeer,2824,1,1,0,0,1,1,0,0
1,46,2.47,fanta,717,1,1,0,0,0,0,0,1
0,65,0.0,water,2271,1,1,0,0,0,0,1,0
1,21,4.0,fanta,7389,1,1,0,0,0,0,0,1
0,7,5.0,water,5296,1,0,1,0,0,0,0,1
1,9,2.0,beerbeer,6743,1,0,0,1,1,0,0,1
0,97,0.0,cola,7433,0,1,0,0,0,1,0,0
0,80,5.0,cola,7844,0,0,0,1,0,1,0,0
0,49,2.47,water,927,1,0,0,1,0,1,0,0
1,92,0.0,bugbeer,3244,0,0,0,1,1,1,0,0
0,59,5.0,beerbeer,4051,1,0,0,1,1,1,0,0
0,48,1.0,bugbeer,9530,1,1,0,0,1,1,0,0
0,63,3.0,fanta,428,0,1,0,0,0,1,0,0
1,88,5.0,fanta,139,0,1,0,0,0,1,0,0
1,86,4.0,beerbeer,9912,1,1,0,0,1,0,1,0
0,67,2.0,beerbeer,2195,1,1,0,0,1,1,0,0
1,1,1.0,strong beer,9116,0,0,0,1,1,1,0,0
0,36,4.0,fanta,6744,1,1,0,0,0,0,0,1
0,61,2.0,cola,4293,1,0,1,0,0,0,0,1
0,52,3.0,beerbeer,532,0,1,0,0,1,1,0,0
0,51,4.0,beerbeer,1318,1,0,0,1,1,1,0,0
0,28,1.0,strong beer,7869,1,0,0,1,1,0,1,0
0,0,3.0,fanta,7560,1,1,0,0,0,0,0,1
1,4,3.0,water,9805,1,1,0,0,0,0,1,0
0,91,0.0,bugbeer,918,1,0,0,1,1,1,0,0
0,71,4.0,bugbeer,4244,0,0,0,1,1,0,1,0
1,1,5.0,bugbeer,2518,1,0,0,1,1,0,1,0
0,47,2.0,cola,4729,0,0,1,0,0,1,0,0
0,76,2.0,water,6943,0,1,0,0,0,0,1,0
1,100,2.0,strong beer,2788,1,0,0,1,1,0,0,1
1,49,0.0,bugbeer,7654,0,0,0,1,1,0,0,1
1,85,2.0,fanta,8036,0,1,0,0,0,0,1,0
0,63,3.0,strong beer,4175,1,1,0,0,1,1,0,0
0,49,1.0,bugbeer,4775,0,0,0,1,1,0,1,0
1,35,2.0,water,2695,1,0,0,1,0,0,1,0
1,60,2.0,cola,9791,1,0,0,1,0,1,0,0
1,79,0.0,fanta,310,1,1,0,0,0,1,0,0
0,77,2.0,fanta,7180,0,1,0,0,0,0,0,1
0,28,5.0,strong beer,4157,1,1,0,0,1,1,0,0
0,52,2.47,strong beer,1272,0,1,0,0,1,0,0,1
1,7,5.0,bugbeer,4545,1,0,0,1,1,1,0,0
0,24,2.0,bugbeer,7638,0,0,0,1,1,0,1,0
0,50,0.0,beerbeer,9211,0,1,0,0,1,0,1,0
0,23,1.0,fanta,1071,1,1,0,0,0,0,1,0
0,21,5.0,water,4928,1,0,1,0,0,0,0,1
0,38,3.0,cola,7057,1,1,0,0,0,0,1,0
1,14,3.0,cola,991,1,0,1,0,0,0,0,1
1,51,0.0,strong beer,4071,1,0,0,1,1,0,0,1
0,90,3.0,fanta,3611,0,0,0,1,0,0,0,1
0,64,2.47,fanta,8942,1,0,0,1,0,0,0,1
0,45,1.0,strong beer,9592,0,1,0,0,1,0,0,1
0,46,1.0,fanta,3215,1,0,0,1,0,1,0,0
0,15,0.0,strong beer,1467,0,0,0,1,1,0,1,0
0,95,0.0,beerbeer,3629,0,0,0,1,1,0,1,0
0,69,5.0,cola,1425,0,0,0,1,0,0,0,1
1,13,0.0,bugbeer,9016,0,0,0,1,1,0,0,1
1,82,0.0,fanta,6378,0,1,0,0,0,0,1,0
0,68,2.47,strong beer,9204,1,0,0,1,1,1,0,0
0,0,4.0,fanta,490,1,0,0,1,0,0,0,1
0,1,5.0,beerbeer,1403,1,0,0,1,1,0,1,0
0,35,1.0,cola,512,1,0,0,1,0,1,0,0
1,62,3.0,fanta,1569,1,1,0,0,0,0,0,1
0,36,0.0,fanta,3166,1,0,0,1,0,1,0,0
0,8,2.0,strong beer,953,1,1,0,0,1,0,0,1
0,44,2.47,cola,8681,1,1,0,0,0,0,0,1
1,98,0.0,strong beer,6622,0,1,0,0,1,0,1,0
0,51,4.0,water,3697,1,1,0,0,0,0,0,1
0,67,1.0,fanta,1541,1,0,1,0,0,1,0,0
0,69,0.0,bugbeer,3537,1,0,0,1,1,1,0,0
0,40,5.0,fanta,250,1,1,0,0,0,0,0,1
0,89,3.0,strong beer,5464,1,1,0,0,1,0,1,0
0,94,2.0,strong beer,5650,1,0,0,1,1,0,1,0
0,6,3.0,strong beer,5501,0,0,0,1,1,0,1,0
1,37,2.0,cola,6900,1,0,0,1,0,0,1,0
0,75,2.47,fanta,8766,0,1,0,0,0,1,0,0
0,56,5.0,strong beer,8039,0,0,0,1,1,1,0,0
1,29,4.0,water,6973,1,0,0,1,0,1,0,0
1,39,1.0,cola,4668,1,0,1,0,0,1,0,0
0,28,4.0,beerbeer,4917,1,1,0,0,1,0,1,0
0,47,1.0,water,9002,1,1,0,0,0,0,0,1
0,71,0.0,bugbeer,6492,0,1,0,0,1,1,0,0
0,65,4.0,bugbeer,5979,1,1,0,0,1,0,1,0
1,49,1.0,bugbeer,9284,1,1,0,0,1,0,1,0
0,20,5.0,cola,935,1,0,1,0,0,0,1,0
0,0,3.0,water,5476,0,1,0,0,0,0,1,0
1,4,1.0,beerbeer,166,1,1,0,0,1,1,0,0
0,29,4.0,bugbeer,770,0,0,0,1,1,1,0,0
0,20,5.0,strong beer,8089,1,1,0,0,1,0,1,0
1,67,5.0,fanta,1800,1,1,0,0,0,0,0,1
0,60,0.0,strong beer,7366,1,0,0,1,1,0,0,1
0,28,5.0,cola,7746,0,1,0,0,0,0,0,1
1,78,2.0,bugbeer,3643,1,0,0,1,1,0,1,0
0,1,4.0,strong beer,5313,1,1,0,0,1,0,1,0
0,18,1.0,cola,6196,1,0,1,0,0,0,0,1
0,8,0.0,fanta,3456,1,0,0,1,0,0,0,1
1,14,0.0,bugbeer,5364,1,1,0,0,1,1,0,0
0,39,2.47,beerbeer,5438,1,1,0,0,1,1,0,0
0,95,0.0,water,9457,0,1,0,0,0,0,0,1
0,98,3.0,fanta,1705,0,0,0,1,0,1,0,0
1,95,0.0,cola,6745,0,1,0,0,0,0,0,1
1,58,5.0,beerbeer,1811,1,1,0,0,1,0,1,0
1,21,5.0,bugbeer,1364,1,0,0,1,1,0,0,1
0,75,2.0,bugbeer,819,1,1,0,0,1,0,1,0
0,48,5.0,cola,7390,0,0,0,1,0,1,0,0
1,56,1.0,bugbeer,2044,0,1,0,0,1,0,1,0
1,50,1.0,strong beer,2532,0,0,0,1,1,0,1,0
0,93,5.0,water,5937,1,1,0,0,0,0,0,1
1,52,3.0,strong beer,6204,1,1,0,0,1,0,0,1
0,24,1.0,strong beer,8067,0,1,0,0,1,1,0,0
1,98,0.0,water,2124,0,0,0,1,0,0,0,1
0,99,2.0,fanta,1865,1,1,0,0,0,1,0,0
1,57,4.0,fanta,5107,1,0,0,1,0,1,0,0
1,71,5.0,strong beer,5705,1,1,0,0,1,0,1,0
1,75,2.47,strong beer,8811,0,1,0,0,1,0,0,1
1,47,1.0,beerbeer,3068,0,1,0,0,1,1,0,0
1,25,2.0,fanta,9840,0,1,0,0,0,0,1,0
0,68,4.0,strong beer,838,1,0,0,1,1,0,1,0
0,71,2.0,bugbeer,967,0,0,0,1,1,0,1,0
0,4,2.47,strong beer,6781,0,0,0,1,1,0,1,0
0,3,3.0,water,6126,1,1,0,0,0,1,0,0
0,82,5.0,strong beer,2398,1,1,0,0,1,0,0,1
0,91,0.0,water,2689,0,1,0,0,0,0,1,0
0,40,0.0,water,6033,1,1,0,0,0,1,0,0
1,1,3.0,water,7785,1,0,1,0,0,0,1,0
1,56,3.0,water,7677,0,0,0,1,0,0,0,1
0,98,1.0,water,8110,0,0,0,1,0,1,0,0
1,94,5.0,cola,9863,1,0,1,0,0,0,0,1
0,26,5.0,fanta,9781,1,0,1,0,0,1,0,0
1,28,2.0,cola,3367,0,0,0,1,0,0,1,0
0,45,4.0,beerbeer,4078,1,1,0,0,1,1,0,0
0,99,5.0,beerbeer,8278,1,1,0,0,1,0,1,0
0,0,5.0,strong beer,5592,1,1,0,0,1,0,0,1
0,2,1.0,fanta,352,0,1,0,0,0,0,0,1
1,22,2.0,fanta,5319,1,0,1,0,0,0,0,1
0,25,1.0,bugbeer,8603,1,1,0,0,1,1,0,0
0,1,0.0,bugbeer,4692,1,0,0,1,1,0,1,0
0,28,4.0,bugbeer,5178,1,1,0,0,1,0,1,0
0,33,4.0,fanta,5632,1,1,0,0,0,0,0,1
0,53,3.0,bugbeer,7241,0,0,0,1,1,0,0,1
0,72,2.0,fanta,1442,0,0,0,1,0,0,1,0
0,49,5.0,fanta,2449,1,1,0,0,0,1,0,0
0,63,1.0,beerbeer,9928,1,0,0,1,1,1,0,0
0,75,0.0,cola,1808,1,0,1,0,0,0,0,1
0,44,4.0,fanta,8464,0,0,0,1,0,0,0,1
1,75,0.0,strong beer,2204,1,1,0,0,1,0,0,1
1,16,4.0,cola,8940,0,0,1,0,0,1,0,0
0,93,3.0,strong beer,1282,1,1,0,0,1,0,0,1
1,60,2.0,bugbeer,7157,0,1,0,0,1,1,0,0
1,9,5.0,water,5304,1,1,0,0,0,1,0,0
1,9,2.0,strong beer,6530,0,0,0,1,1,0,1,0
0,79,2.47,cola,4911,1,1,0,0,0,0,1,0
1,45,2.0,water,7037,0,1,0,0,0,0,0,1
0,27,1.0,bugbeer,2316,1,0,0,1,1,0,1,0
0,91,1.0,fanta,4111,1,1,0,0,0,0,1,0
0,49,1.0,water,6050,1,1,0,0,0,0,1,0
0,32,2.47,bugbeer,5614,0,0,0,1,1,0,1,0
0,54,5.0,bugbeer,5424,1,0,0,1,1,0,0,1
0,2,3.0,cola,2258,1,1,0,0,0,0,1,0
1,96,2.47,bugbeer,364,1,1,0,0,1,1,0,0
1,17,5.0,fanta,7908,1,1,0,0,0,0,0,1
0,65,4.0,cola,6544,0,0,0,1,0,0,0,1
1,1,2.47,water,3357,0,0,1,0,0,1,0,0
0,76,1.0,cola,5900,1,1,0,0,0,1,0,0
0,61,2.0,strong beer,9337,1,1,0,0,1,0,1,0
1,6,2.0,beerbeer,4807,1,1,0,0,1,0,0,1
0,19,2.0,bugbeer,9854,0,0,0,1,1,0,1,0
0,45,0.0,strong beer,508,1,1,0,0,1,0,0,1
0,72,4.0,beerbeer,3234,1,0,0,1,1,0,0,1
0,80,5.0,cola,4267,1,0,1,0,0,1,0,0
0,94,2.47,water,4653,1,1,0,0,0,0,1,0
0,72,1.0,bugbeer,8191,0,0,0,1,1,1,0,0
1,86,2.47,bugbeer,9320,0,0,0,1,1,0,0,1
0,99,1.0,fanta,8327,0,1,0,0,0,0,1,0
0,99,2.0,bugbeer,2377,1,1,0,0,1,1,0,0
0,18,1.0,cola,7762,1,1,0,0,0,0,0,1
0,88,3.0,water,5929,1,0,0,1,0,0,1,0
0,94,5.0,fanta,3520,1,1,0,0,0,0,0,1
0,29,1.0,beerbeer,2741,1,0,0,1,1,0,1,0
0,31,2.0,bugbeer,9319,1,0,0,1,1,0,1,0
0,42,3.0,strong beer,1110,1,1,0,0,1,0,1,0
0,53,2.0,strong beer,3020,1,1,0,0,1,0,0,1
0,71,5.0,cola,713,1,1,0,0,0,0,1,0
1,33,2.0,water,3344,1,0,0,1,0,0,1,0
1,100,5.0,strong beer,5330,1,1,0,0,1,0,1,0
1,2,1.0,water,8706,1,0,1,0,0,0,0,1
0,84,0.0,beerbeer,8667,1,0,0,1,1,0,1,0
0,73,1.0,bugbeer,4912,1,1,0,0,1,1,0,0
0,81,0.0,fanta,7399,1,1,0,0,0,0,0,1
1,58,4.0,bugbeer,4177,1,1,0,0,1,0,1,0
0,67,0.0,beerbeer,9386,0,0,0,1,1,0,1,0
0,71,3.0,bugbeer,5511,0,1,0,0,1,0,0,1
0,0,1.0,cola,6905,0,0,1,0,0,0,1,0
0,83,1.0,water,9919,0,1,0,0,0,1,0,0
0,58,5.0,fanta,485,1,1,0,0,0,1,0,0
1,48,2.0,bugbeer,8159,1,0,0,1,1,0,1,0
0,71,1.0,bugbeer,6791,0,0,0,1,1,1,0,0
1,40,3.0,strong beer,6688,1,1,0,0,1,0,0,1
0,36,1.0,fanta,2260,0,1,0,0,0,0,0,1
1,74,1.0,fanta,5615,0,0,1,0,0,0,1,0
1,24,2.0,beerbeer,9326,0,0,0,1,1,0,0,1
1,24,0.0,bugbeer,3529,1,0,0,1,1,0,0,1
1,48,0.0,water,5332,0,0,0,1,0,0,0,1
0,77,3.0,beerbeer,3700,1,0,0,1,1,0,1,0
0,26,2.0,beerbeer,5238,1,0,0,1,1,0,0,1
0,79,2.0,fanta,1490,1,0,1,0,0,0,0,1
1,7,0.0,water,3184,1,1,0,0,0,1,0,0
1,12,1.0,bugbeer,3779,1,1,0,0,1,0,1,0
0,84,3.0,fanta,3306,1,0,0,1,0,0,0,1
1,6,5.0,beerbeer,9794,1,1,0,0,1,1,0,0
0,60,4.0,cola,6150,1,0,0,1,0,0,1,0
1,37,1.0,bugbeer,1094,0,1,0,0,1,1,0,0
0,1,0.0,strong beer,284,1,0,0,1,1,1,0,0
1,73,0.0,bugbeer,308,0,1,0,0,1,0,0,1
0,7,1.0,bugbeer,7528,1,0,0,1,1,0,1,0
1,28,2.0,cola,1824,1,0,0,1,0,0,1,0
0,6,4.0,bugbeer,755,0,0,0,1,1,0,1,0
0,55,1.0,water,9346,0,1,0,0,0,0,0,1
0,64,3.0,bugbeer,3081,1,1,0,0,1,0,0,1
0,45,1.0,fanta,7992,0,0,0,1,0,0,1,0
0,89,3.0,fanta,230,1,0,1,0,0,0,1,0
0,82,1.0,water,3475,1,0,1,0,0,1,0,0
1,61,2.0,beerbeer,9188,0,0,0,1,1,0,0,1
0,18,2.47,bugbeer,7923,1,0,0,1,1,0,1,0
1,45,2.47,bugbeer,1125,1,1,0,0,1,1,0,0
1,39,2.47,bugbeer,5938,0,0,0,1,1,0,1,0
1,55,3.0,strong beer,5789,1,1,0,0,1,0,1,0
1,26,2.0,cola,2729,0,1,0,0,0,1,0,0
0,95,2.0,beerbeer,8748,0,0,0,1,1,0,1,0
0,11,2.47,water,43,1,0,0,1,0,0,0,1
1,85,4.0,cola,5930,1,0,1,0,0,0,0,1
0,33,2.0,bugbeer,8980,0,1,0,0,1,0,0,1
0,12,4.0,strong beer,6195,1,0,0,1,1,0,1,0
0,30,3.0,cola,442,1,1,0,0,0,0,0,1
0,99,1.0,beerbeer,4509,0,0,0,1,1,0,0,1
1,57,2.0,strong beer,2874,0,0,0,1,1,0,1,0
1,63,0.0,strong beer,6057,1,0,0,1,1,0,0,1
0,78,2.0,cola,3870,0,0,0,1,0,1,0,0
1,29,1.0,bugbeer,7727,0,0,0,1,1,0,0,1
1,13,3.0,cola,4826,0,1,0,0,0,0,1,0
0,14,1.0,cola,7406,0,1,0,0,0,1,0,0
1,86,0.0,bugbeer,2765,0,0,0,1,1,0,1,0
0,26,5.0,beerbeer,2134,1,1,0,0,1,0,1,0
1,23,5.0,fanta,6308,1,1,0,0,0,1,0,0
0,43,0.0,beerbeer,8544,1,0,0,1,1,0,1,0
0,55,3.0,bugbeer,9517,1,0,0,1,1,1,0,0
1,88,0.0,fanta,758,0,0,0,1,0,0,0,1
0,54,1.0,fanta,8358,1,0,0,1,0,1,0,0
1,59,1.0,fanta,1915,1,1,0,0,0,0,1,0
0,89,1.0,water,3695,1,0,1,0,0,1,0,0
0,68,1.0,cola,6038,0,0,1,0,0,1,0,0
0,73,1.0,fanta,8322,0,1,0,0,0,0,0,1
1,76,1.0,fanta,8286,1,0,0,1,0,0,0,1
0,65,5.0,beerbeer,6328,1,1,0,0,1,0,1,0
0,85,4.0,fanta,1617,0,1,0,0,0,1,0,0
0,31,2.0,bugbeer,8272,0,1,0,0,1,0,1,0
0,26,2.0,water,597,1,1,0,0,0,0,0,1
0,10,1.0,fanta,2331,0,1,0,0,0,1,0,0
1,44,4.0,fanta,8708,0,0,1,0,0,0,1,0
0,14,2.0,water,3503,1,1,0,0,0,1,0,0
0,96,0.0,beerbeer,2825,1,0,0,1,1,0,0,1
0,75,2.47,strong beer,5642,1,0,0,1,1,0,0,1
1,82,4.0,fanta,5550,1,0,1,0,0,0,0,1
1,98,5.0,cola,7603,1,1,0,0,0,1,0,0
1,65,4.0,beerbeer,5626,1,1,0,0,1,0,0,1
0,72,4.0,strong beer,6327,1,1,0,0,1,0,0,1
0,79,2.47,water,7482,0,0,0,1,0,0,1,0
0,91,5.0,bugbeer,5745,1,0,0,1,1,0,1,0
1,30,2.0,bugbeer,5676,1,0,0,1,1,0,1,0
0,25,0.0,water,3264,1,1,0,0,0,0,0,1
1,20,1.0,cola,9265,1,0,1,0,0,0,1,0
0,12,4.0,cola,2197,1,1,0,0,0,0,1,0
0,18,0.0,water,3302,0,0,1,0,0,0,1,0
1,67,1.0,bugbeer,2509,1,1,0,0,1,0,1,0
0,69,5.0,bugbeer,4913,1,1,0,0,1,0,1,0
0,35,5.0,beerbeer,4991,1,1,0,0,1,1,0,0
0,43,0.0,strong beer,9448,0,0,0,1,1,0,0,1
0,46,3.0,beerbeer,1842,1,0,0,1,1,1,0,0
1,92,2.0,beerbeer,4241,1,1,0,0,1,1,0,0
0,92,4.0,strong beer,1368,0,0,0,1,1,0,1,0
0,23,1.0,beerbeer,5335,0,1,0,0,1,0,1,0
1,51,4.0,bugbeer,1478,0,0,0,1,1,1,0,0
0,40,0.0,cola,6577,1,1,0,0,0,0,1,0
0,68,1.0,bugbeer,3976,0,1,0,0,1,1,0,0
0,96,3.0,water,2849,0,1,0,0,0,0,0,1
0,2,3.0,bugbeer,9826,0,1,0,0,1,1,0,0
0,66,3.0,water,7437,1,0,1,0,0,1,0,0
1,23,0.0,water,7169,1,0,0,1,0,0,0,1
0,26,2.0,bugbeer,3,0,0,0,1,1,0,1,0
0,68,2.47,water,4999,0,0,0,1,0,0,1,0
0,85,2.0,cola,6052,1,0,0,1,0,0,0,1
0,56,1.0,bugbeer,5672,1,1,0,0,1,0,1,0
0,85,0.0,fanta,588,1,0,1,0,0,0,0,1
1,28,2.0,fanta,2656,0,1,0,0,0,0,0,1
1,92,2.0,bugbeer,9482,0,0,0,1,1,0,0,1
0,73,5.0,fanta,6455,1,1,0,0,0,0,0,1
